platform,post_id,posted_at,weekday,caption,hashtags,media_type,followers,views,likes,comments,shares,saves,engagement,engagement_rate,popularity_label
twitter,post_1546,10-10-2024 22:00,3,bold post about design 🎯,#photography #food,video,3706,3994,252,43,54,3,352,0.094981112,high
tiktok,post_1547,16-08-2024 07:00,6,fun post about startup 💪,#fitness #design #coding #fashion,video,38011,46801,2844,406,150,138,3538,0.093078319,high
twitter,post_1548,31-10-2024 13:00,3,insightful post about food 🔥,#design #ai,text,2548,3041,150,20,47,8,225,0.088304553,high
instagram,post_1549,06-02-2024 10:00,0,fun post about photography 💻,#photography #fashion,video,42999,37487,1210,310,256,49,1825,0.042442848,medium
tiktok,post_1550,29-01-2024 23:00,6,deep post about travel 🔥,#coding,text,2084,2885,153,28,15,4,200,0.09596929,high
linkedin,post_1551,17-06-2024 16:00,2,trending post about coding 🔥,#fitness,image,1859,455,18,8,3,1,30,0.016137708,low
tiktok,post_1552,17-04-2024 05:00,5,insightful post about fashion 🔥,#coding #fitness #fashion #photography,video,3228,1308,49,13,3,3,68,0.021065675340768277,low
tiktok,post_1553,26-10-2024 20:00,3,deep post about music 📸,#photography #coding,carousel,25161,12456,736,238,74,61,1109,0.04407615,medium
linkedin,post_1554,16-11-2024 05:00,5,amazing post about coding 🍔,#food #fashion #travel,video,4793,299,14,5,0,0,19,0.003964114,low
instagram,post_1555,22-04-2024 23:00,2,fun post about fashion 🍔,#startup #coding,video,11546,6782,375,97,70,13,555,0.048068595,medium
instagram,post_1556,27-09-2024 19:00,3,catchy post about music 📸,#music #coding,video,8822,2496,147,27,19,7,200,0.022670596236681023,low
tiktok,post_1557,07-02-2024 10:00,5,trending post about design 🎯,#music,carousel,7773,8555,350,176,49,57,632,0.081307089,high
twitter,post_1558,22-08-2024 07:00,2,viral post about food 💡,#music,carousel,29072,18945,1115,284,223,114,1736,0.059713814,medium
tiktok,post_1559,21-07-2024 02:00,2,catchy post about food 🎵,#music,image,17627,18886,1037,111,42,55,1245,0.070630283,high
linkedin,post_1560,16-08-2024 20:00,2,fresh post about food 📸,#photography,carousel,2684,1277,30,26,11,5,72,0.026825633383010434,low
twitter,post_1561,28-06-2024 00:00,0,amazing post about design 🚀,#ai #fashion #travel #coding,video,6251,1508,92,14,19,2,127,0.020316749320108782,low
instagram,post_1562,15-11-2024 04:00,1,trending post about music ✈️,#ai #coding #fitness #music,image,46425,11206,494,84,67,11,656,0.014130317716747443,low
tiktok,post_1563,03-02-2024 23:00,5,insightful post about coding ✨,#startup #fashion,carousel,11254,3879,91,71,33,21,216,0.019193175759729873,low
instagram,post_1564,18-03-2024 19:00,2,catchy post about food 🎯,#ai #fashion #design #fitness,video,1893,410,24,3,2,0,29,0.015319599,low
tiktok,post_1565,11-10-2024 17:00,5,quick post about food 🚀,#photography #travel #startup,carousel,2025,748,42,13,1,3,59,0.029135802469135802,low
twitter,post_1566,14-03-2024 09:00,2,insightful post about design 🎯,#startup #ai,image,19834,17644,844,78,202,52,1176,0.059292125,medium
tiktok,post_1567,01-05-2024 08:00,5,viral post about food 🚀,#fashion #food,image,16457,6939,307,73,40,19,439,0.026675578781065808,low
instagram,post_1568,13-06-2024 08:00,3,deep post about coding 🍔,#music #coding #ai,video,3324,1819,118,22,5,2,147,0.044223827,medium
tiktok,post_1569,12-01-2025 22:00,5,trending post about design 📸,#ai #design,image,17213,2176,94,22,10,0,126,0.007320049,low
twitter,post_1570,09-02-2024 16:00,6,trending post about food 🎵,#music #food #ai,carousel,40210,54030,1988,1139,695,296,4118,0.10241233523999005,high
twitter,post_1571,17-10-2024 15:00,1,quick post about music 📸,#music,image,34916,8740,260,99,120,17,496,0.014205521823805705,low
instagram,post_1572,18-10-2024 07:00,3,insightful post about food 🍔,#music,video,40406,22448,1065,253,86,75,1479,0.036603475,medium
tiktok,post_1573,10-11-2024 07:00,3,amazing post about startup 🎯,#ai,image,14221,8536,293,107,38,12,450,0.031643344,low
linkedin,post_1574,19-12-2024 06:00,2,trending post about ai 🎯,#coding #fashion #music,image,6884,8051,354,149,28,23,554,0.080476467,high
instagram,post_1575,18-04-2024 11:00,4,fun post about fitness ✨,#coding #ai #music #travel,carousel,5518,4144,131,102,23,22,278,0.050380573,medium
instagram,post_1576,28-12-2024 01:00,6,catchy post about design 💡,#photography #fashion #music #startup,image,8063,4880,254,20,34,12,320,0.039687461,medium
instagram,post_1577,17-08-2024 11:00,1,fresh post about travel 🔥,#fitness #design,video,3474,3679,239,41,15,10,305,0.087795049,high
tiktok,post_1578,30-05-2024 17:00,3,fun post about fitness ✈️,#startup,text,5757,5271,195,33,29,13,270,0.046899427,medium
tiktok,post_1579,31-03-2024 03:00,4,fresh post about photography ✨,#travel,video,29101,4752,314,67,14,4,399,0.013710869042300951,low
twitter,post_1580,04-09-2024 04:00,4,bold post about photography 💡,#music #fitness,carousel,1721,866,19,17,10,4,50,0.029052876,low
instagram,post_1581,17-02-2025 08:00,3,amazing post about startup 💪,#photography,image,1835,2695,124,29,15,6,174,0.094822888,high
twitter,post_1582,25-02-2024 22:00,2,fresh post about fashion ✈️,#food,image,18692,14034,643,145,235,5,1028,0.054996790070618445,medium
twitter,post_1583,11-07-2024 09:00,0,deep post about music 💡,#food #fashion #photography,carousel,5809,3863,183,79,43,26,331,0.056980547,medium
twitter,post_1584,12-11-2024 01:00,3,amazing post about fashion ✨,#startup #travel,video,1281,342,21,5,5,0,31,0.024199844,low
linkedin,post_1585,25-12-2024 11:00,2,trending post about music 🎯,#startup #photography #fashion,video,7721,9779,518,183,57,6,764,0.098950913,high
instagram,post_1586,18-11-2024 14:00,1,quick post about fashion 🎵,#travel,video,6706,1631,88,24,9,2,123,0.018341783477482852,low
tiktok,post_1587,24-08-2024 23:00,2,insightful post about design 💡,#coding,video,5365,1085,46,10,4,1,61,0.011369990680335508,low
twitter,post_1588,18-09-2024 06:00,4,amazing post about photography 🚀,#food #music,image,16186,11112,593,40,167,24,824,0.050908192,medium
twitter,post_1589,25-01-2024 04:00,6,amazing post about coding 📸,#fitness,carousel,2236,1527,50,33,25,9,117,0.052325581,medium
tiktok,post_1590,16-08-2024 18:00,6,bold post about food 💪,#music #food #design #travel,video,8308,12238,756,81,40,25,902,0.10857005296100145,high
tiktok,post_1591,29-07-2024 10:00,1,amazing post about design 🔥,#photography #food #travel,video,6661,1564,78,13,12,1,104,0.015613271,low
linkedin,post_1592,19-01-2024 13:00,6,amazing post about food 📸,#design #fitness #photography,carousel,8515,6399,256,158,14,46,474,0.055666471,medium
instagram,post_1593,15-02-2024 11:00,1,catchy post about food 💪,#food #startup #music #coding,image,1533,523,23,5,3,1,32,0.020874103065883887,low
instagram,post_1594,17-03-2024 17:00,0,fresh post about fashion 🎯,#fashion #travel,image,4904,5235,264,62,26,15,367,0.074836868,high
tiktok,post_1595,18-01-2025 14:00,0,trending post about ai 🍔,#fashion #coding,carousel,8364,5168,195,89,20,19,323,0.038617886,medium
twitter,post_1596,09-06-2024 10:00,3,viral post about design 📸,#travel,carousel,14021,13884,555,303,157,90,1105,0.078810356,high
instagram,post_1597,07-04-2024 21:00,6,trending post about fashion 💻,#fitness #design,video,51448,27817,1975,262,205,39,2481,0.048223448919297154,medium
instagram,post_1598,05-01-2025 19:00,2,quick post about travel 💡,#startup #music #travel #design,image,18241,15843,607,282,49,43,981,0.053779946274875284,medium
instagram,post_1599,02-07-2024 05:00,3,amazing post about music ✨,#food #music,image,12950,9456,401,49,46,35,531,0.041003861003861004,medium
linkedin,post_1600,01-10-2024 15:00,0,bold post about ai 🚀,#music,video,28996,17189,873,264,102,14,1253,0.043212856945785624,medium
instagram,post_1601,03-02-2024 19:00,4,quick post about coding ✈️,#startup #design #coding #photography,image,6080,5042,141,59,49,14,263,0.043256578947368424,medium
instagram,post_1602,06-09-2024 21:00,0,viral post about coding ✈️,#startup,carousel,38427,23306,1131,437,99,125,1792,0.046633877221745126,medium
instagram,post_1603,12-11-2024 12:00,2,insightful post about travel ✨,#design #photography #fashion,text,24916,30365,881,251,154,3,1289,0.051733826,medium
twitter,post_1604,14-03-2024 16:00,4,insightful post about ai 📸,#startup #fashion #coding,carousel,5288,4061,200,97,64,28,389,0.073562784,high
instagram,post_1605,29-10-2024 11:00,6,fun post about coding 📸,#fitness #photography,image,55589,75575,1310,946,395,288,2939,0.052870172,medium
twitter,post_1606,23-07-2024 19:00,3,amazing post about startup 🎵,#ai #startup #music #coding,carousel,12769,4763,147,83,64,38,332,0.026000469888010025,low
instagram,post_1607,23-10-2024 05:00,3,quick post about ai 🎵,#ai #fitness #travel #startup,image,72718,15458,538,85,123,35,781,0.010740119365219066,low
tiktok,post_1608,17-12-2024 01:00,0,amazing post about photography 💡,#travel #coding #fitness #fashion,image,11072,6669,169,78,27,3,277,0.025018063583815028,low
instagram,post_1609,25-11-2024 13:00,0,deep post about fitness 🚀,#fitness,image,4719,1492,57,16,8,2,83,0.017588472,low
twitter,post_1610,13-08-2024 06:00,6,quick post about design 🍔,#fashion #coding #music #startup,image,3861,2393,85,28,34,4,151,0.039109039,medium
linkedin,post_1611,26-04-2024 04:00,5,fun post about travel 💪,#fitness #food,text,5777,2026,101,29,7,6,143,0.024753332179331834,low
tiktok,post_1612,22-06-2024 23:00,3,bold post about fashion 📸,#music #fashion #startup,image,4676,6120,180,76,43,12,311,0.066509837,high
twitter,post_1613,22-12-2024 10:00,6,quick post about travel 💡,#coding #fitness,image,28993,25324,1512,374,393,0,2279,0.078605181,high
instagram,post_1614,16-06-2024 12:00,3,bold post about design 💪,#photography #coding #ai,text,7971,6149,248,89,3,16,356,0.044661899,medium
instagram,post_1615,10-04-2024 20:00,1,bold post about coding 🚀,#travel #startup #food,image,1713,2042,97,15,11,4,127,0.074138938,high
tiktok,post_1616,03-09-2024 15:00,2,quick post about food 💻,#startup #music,carousel,10126,2420,86,66,9,16,177,0.017479755,low
linkedin,post_1617,02-05-2024 17:00,1,catchy post about food 📸,#music #travel #design,image,9286,12003,723,203,21,26,973,0.10478139134180486,high
tiktok,post_1618,09-02-2025 05:00,1,trending post about food 💡,#startup #fitness #design,image,5171,3882,129,22,26,10,187,0.036163218,medium
twitter,post_1619,25-01-2025 13:00,3,catchy post about photography ✈️,#fitness,text,10689,2649,100,29,35,5,169,0.015810646458976518,low
tiktok,post_1620,19-12-2024 10:00,5,deep post about food 💡,#food #fitness,image,7853,9723,274,103,53,22,452,0.057557621,medium
twitter,post_1621,11-02-2025 05:00,6,deep post about photography ✨,#travel #music,video,15371,11038,707,106,185,11,1009,0.065643094,high
instagram,post_1622,12-08-2024 18:00,6,quick post about coding 🍔,#photography #travel,image,14499,13435,756,126,60,31,973,0.067108076,high
twitter,post_1623,07-03-2024 16:00,2,insightful post about photography 🔥,#fitness #photography #fashion,image,11771,15840,420,191,245,28,884,0.075099822,high
linkedin,post_1624,02-01-2025 20:00,3,trending post about fashion ✨,#fitness #food #ai #travel,image,2310,3098,99,53,11,7,170,0.073593074,high
instagram,post_1625,26-03-2024 06:00,1,catchy post about photography 💡,#fashion #ai #coding #startup,image,67541,90814,2852,748,654,74,4328,0.064079596,medium
tiktok,post_1626,30-10-2024 06:00,1,fresh post about design ✈️,#fashion #design #fitness,image,1809,1184,39,9,5,4,57,0.031509121,low
instagram,post_1627,02-02-2024 16:00,6,insightful post about travel 🔥,#fitness #fashion #coding #startup,carousel,7224,8213,183,150,49,51,433,0.059939092,medium
twitter,post_1628,07-01-2024 09:00,6,fresh post about coding 📸,#travel #food #ai #design,video,2812,1091,68,10,19,3,100,0.035561878,medium
instagram,post_1629,30-07-2024 20:00,3,amazing post about food 📸,#coding #food #design,image,12144,15243,714,192,19,30,955,0.078639657,high
twitter,post_1630,05-06-2024 19:00,0,deep post about fashion 📸,#travel #fashion,video,9405,5130,158,69,69,13,309,0.032854864,low
tiktok,post_1631,26-05-2024 19:00,0,viral post about startup 💻,#startup,text,6944,5018,263,46,23,0,332,0.04781106,medium
instagram,post_1632,01-03-2024 02:00,3,amazing post about photography 🔥,#photography #startup,text,37066,49761,3044,661,261,94,4060,0.10953434414288027,high
tiktok,post_1633,18-10-2024 14:00,4,insightful post about fitness 🚀,#startup #fitness,video,24650,30031,579,340,187,36,1142,0.046328600405679515,medium
tiktok,post_1634,19-03-2024 00:00,4,bold post about music ✨,#startup #fashion,carousel,5942,8503,112,173,63,47,395,0.066475934,high
linkedin,post_1635,09-01-2025 06:00,0,fun post about travel 💪,#travel,image,18208,10506,353,216,36,31,636,0.034929701,medium
instagram,post_1636,08-10-2024 01:00,2,deep post about fitness 💻,#travel #coding,image,38842,10451,503,114,48,4,669,0.017223623912259924,low
twitter,post_1637,15-11-2024 00:00,5,insightful post about food ✈️,#travel #fitness #ai #food,video,24475,33533,1941,321,578,91,2931,0.11975485188968335,high
instagram,post_1638,02-09-2024 13:00,1,deep post about food 💻,#startup,video,7171,5486,275,68,31,13,387,0.053967369,medium
linkedin,post_1639,31-05-2024 14:00,6,fun post about food ✈️,#coding #food #music #ai,video,1751,2345,142,26,3,7,178,0.1016561964591662,high
linkedin,post_1640,26-06-2024 19:00,2,catchy post about startup 🍔,#travel,video,11310,12571,526,180,18,0,724,0.064014147,medium
twitter,post_1641,28-05-2024 18:00,6,viral post about travel ✨,#photography #travel #coding #ai,text,15913,20980,1107,226,294,54,1681,0.10563690064726952,high
tiktok,post_1642,29-08-2024 14:00,0,deep post about music ✈️,#photography #startup,carousel,3853,3850,130,85,23,24,262,0.067998962,high
twitter,post_1643,27-08-2024 16:00,3,catchy post about travel 🚀,#fashion #fitness,video,8387,10298,449,110,165,20,744,0.088708716,high
tiktok,post_1644,18-07-2024 17:00,4,quick post about startup 💡,#travel #design,video,7558,1696,71,10,5,5,91,0.012040222281026726,low
instagram,post_1645,29-03-2024 10:00,0,deep post about travel 📸,#coding #music #startup #ai,image,32558,47340,1831,347,299,0,2477,0.076079612,high
tiktok,post_1646,26-09-2024 18:00,2,quick post about fitness 💪,#design #photography #music #coding,image,51831,16193,519,140,89,34,782,0.015087495900136983,low
instagram,post_1647,01-08-2024 05:00,2,trending post about fitness ✨,#coding #music #startup,image,26344,2253,92,24,6,6,128,0.004858791,low
tiktok,post_1648,06-09-2024 12:00,5,fresh post about ai 🎵,#coding #design #fashion #photography,video,7538,6178,352,37,23,2,414,0.054921729901830724,medium
tiktok,post_1649,16-11-2024 18:00,6,quick post about photography 🎯,#design,image,25632,27740,1209,394,30,71,1704,0.066479401,high
tiktok,post_1650,18-02-2024 01:00,0,catchy post about photography 💪,#ai #music,carousel,15602,16987,385,355,44,107,891,0.057108063068837325,medium
instagram,post_1651,11-03-2024 08:00,1,viral post about fitness 💪,#coding,image,7618,4128,194,44,5,0,243,0.031898136,low
instagram,post_1652,21-01-2025 18:00,2,amazing post about startup 🚀,#music #food #fashion,video,65769,75177,3660,712,143,232,4747,0.072176861,high
instagram,post_1653,18-03-2024 13:00,1,insightful post about design 📸,#music #travel #design,image,3973,5052,248,28,42,5,323,0.081298767,high
twitter,post_1654,07-02-2025 08:00,1,fun post about coding 🚀,#photography #fashion #ai #travel,image,14922,13944,501,143,198,49,891,0.059710495,medium
instagram,post_1655,21-01-2025 14:00,6,fresh post about food ✨,#design #fitness,carousel,18861,11499,412,255,16,75,758,0.040188749,medium
linkedin,post_1656,30-03-2024 09:00,3,insightful post about photography 💡,#design,video,6178,5805,401,84,33,13,531,0.085950146,high
twitter,post_1657,11-12-2024 19:00,0,insightful post about startup 🎵,#photography #coding #fashion,text,14273,18558,664,245,289,55,1253,0.087788131,high
instagram,post_1658,08-01-2024 22:00,0,amazing post about ai 💡,#coding #ai #design,text,20958,28412,1015,278,153,82,1528,0.07290772,high
twitter,post_1659,18-10-2024 09:00,1,viral post about photography 🎯,#fashion,image,10448,999,10,12,13,0,35,0.003349923,low
twitter,post_1660,21-12-2024 14:00,3,amazing post about music 🍔,#travel #design #startup,image,13097,2979,158,28,48,0,234,0.017866687027563565,low
tiktok,post_1661,04-01-2024 04:00,2,catchy post about photography 🚀,#travel,carousel,9104,514,22,10,1,3,36,0.003954306,low
twitter,post_1662,24-02-2024 16:00,2,fresh post about coding 🎯,#fashion #coding,text,18089,13820,588,174,229,12,1003,0.055448062,medium
linkedin,post_1663,09-02-2025 13:00,0,fun post about food 💡,#music #fitness #photography #design,video,6544,4468,296,52,30,16,394,0.060207823960880195,medium
